ItemNumber,sentence,checkNoteRelevant
11996,1.5.24 -10.12.24 None avail,
11999,11.16.23 4-22006 canceled by CAE.MM,
12000,11.29.23 Roland has 7.,
12000,5.26.24 Roland has 5.,
12000,7.14.24 Roland has 3.,
12000,10.12.24 none avail,
12002,10.12.24 Roland has 19,
12005,"ADD PHOTOS, separate into individual boards with indiv part numbers.",
12005,12.3.23 - 5.26.24  None avail,
12006,5.25.23 Roland has one available as of today.,
12006,"2.4.24 Cost 91.53 plus 40% to CAE is $36.61 ($128.14) plus shipping X 2, landed cost is $138.MM.",
12006,4.3.24 Roland shows -1.,
12006,5.26.24 none avail,
12007, 12.28.23 1-22124 canceled by CAE.,
12007,Roland shows zero avail.,
12007,5.26.24-10.12.24 Roland has none,
12008,New part 9.15.23,
12009,"2.11.25 Roland shows cost decrease from $31.00 to $19.05, none avail",
1201,ADD PHOTO WHEN AVAILABLE,
12010,10.12.24 None avail,
12011,ADD PHOTO,
12012,ADD PHOTO & LOCATION,
12013,10.3.23-10.12.24 Roland shows NLA.MM,
12014,10.12.24 None avail,
12015,"4.27.23 In stock , Identical to 3061 and 2065 except for color.",
12016,Frequent Backorder 4+ mos.,
12016,1.21.24 Added P115---THIS IS NOT FOR P115.,
12016,SM.,
12016,Keep in box 12/23/24 M.St,
12017,ADD PHOTO,
12018,ADD PHOTO & LOCATION,
1202,ADD PHOTO WHEN AVAILABLE.,
1202,5.26.24 none avail,
12020,ADD MEASUREMENTS in Technical Note.,
12020,New part 6.6.23 in transit 11.4,
12021,new part 5/10/23,
12022,"5.2.23 Backordered , 1 cancelled from PO 21828 nla on site so supplier changed KM.",
12022,10.22.24 Rec'd sub pn from Yamaha,
12024,ADD PHOTO & LOCATION.,
12024,1.5.24-5.26.24 None avail,
12025,ADD PHOTO,
12026,new part 5/12/23,
12027,New part 5/12/23,
12028,new part 9.26.23.,
12029,Backorder was **state length of BO**.,
12029,7.29.24 2-22485 on BO,
1203,9.18.24 3 avail.,
1203,1.22.25 2 avail.,
1203,Our cost is $40.64 plus shipping.,
1203,2.27.25 one avail,
12032,#12033 is 12-note strip,
12034,12.8.24-12.26.24 Roland has 3,
12036,"Roland 5100066239 (61-note) includes: 11908 (High board), 12036 (Mid board), 11836 (Low board), 12033 (12-note strip x2), 12034 (13-note strip), 12031 (4-note strip x2), 12032 (8-note strip x2).",
12036,7.14.24-10.29.24 Roland shows as nla.,
12036,2.27.25 Roland shows -1,
12040,12.2.23 Are these not available NEW?MM,
12041,"Have 40 of the boards, but they need checking and possible repair",
12043,ADD BETTER PHOTO,
12044,Change to NEW if we reorder,
12045,Backorder 6+ mos 11.22.24 1-22590 and 2-22629 still on BO | we have received two different sized boxed for this item.,
12045,"I moved the location to A206, and consolidated the 4 that we had into one area, but they are in two different sized boxes.",
12045,"- JC 12/11/24, 1 found 12/23/2024 M. ST",
12047,CHANGE TO NEW when restocking,
12049,CHANGE TO NEW WHEN RESTOCKING.,
12049,available at YA 10.5.23.,
12052,in transit 3.28,
12053,ADD PHOTO.,
12053,"12.22.24 In stock, Item Request from mckimani@gmail.com, previous customer.",
12054,ADD PHOTO.,
12054,5.22.23 Yamaha verified NLA.MM,
12055,ADD PHOTO.,
12055,Check with Sam.,
12055,This part has three boards - separate into different part numbers.,
12055,Item request from Camilosalvatore2398@gmail.com (May come with # 9869 buttons).,
12055,1.5.24-5.26.24 None avail,
12056,"10.3.23 Changed inventory from 2 to 1, only found one.MM",
12057,"CHECK IN AS 5 PARTS: #12057 jack board, #9691 power inlet board, #9688 panel board, #9689 button with LED window, #9690 button.",
12057,#9687 is similar jack board for Juno-DS76 and DS88.,
12057,5100047061 is in SM for DS88 10.23.23 Roland has seven.MM.,
12057,4.20.24 One avail.,
12057,11.6.24 Roland shows -1.,
12057,12.1.24-2.27.25 Roland shows -2,
12058,ADD PHOTO.,
12058,5.23.23 Roland site shows -4.,
12058,7.29.23-2.27.25 Roland site shows nla,
1206,ADD PHOTO WHEN AVAILABLE,
12060,Does this photo match?,
12061,5.24.23-7.18.23 Backordered.,
12061,8.17.23 Still on BO.,
12061,"Identical to 12062, except 12062 is stiffer to turn.",
12062,"5.24.23-7.18.23 Backordered
Identical to 12061, except 12062 is stiffer to turn.",
12063,Modwave added 8.22.24 OpSix added 8.28.24 KM,
12065,"ADD PHOTO  6.21.24 Yamaha shows NLA, Item Request for this part for CLP-220, don't see it in the SM.",
12066,ADD PHOTO & LOCATION,
12067,"5.29.23 Backordered, please note the date we receive and length of BO.",
12068,ADD PHOTO,
12069,New part - TP 06/14/23,
1207,Can sub 4909.,
1207,"For G-1000, Service Man shows this pot is for Volume in error",
12073,Change to NEW when used ones are sold,
12076,"12.18.24 Yamaha verified nla, added YPG-235 and DGX-230",
12079,Change to NEW when used ones are sold,
1208,"Keep in stock for the KITJU6, 4 needed for each KITJU6, 1 needed for each KITJU60",
12080,"This PCB set includes #12080, as well as 12078, 12074, LCD board, Panel C board, 9360, 12072, 12077, 12082, 12075.",
12080,Item Request from guadimpex@hotmail.com please email if we get this.2.11.24,
12081,Change to NEW when used ones are sold,
12083,Change to NEW when used ones are sold,
12085,"Change to NEW when used one is sold, and CHANGE PRICE",
12086,Change to NEW when used one is sold,
12087,"Same as #12091, except gray instead of black",
12088,Change to NEW when last used one is sold,
12089,Need better photo.,
12089,"Change to NEW and store USED upstairs with note here, take USED out of stock please",
1209,"Keep in stock for the KITJU6, 5 needed for each kit.",
1209,***Keep 4 or 5 individuals***,
12091,Change to NEW when used one is sold.,
12091,"Same as #12087, except 12087 is gray instead of black",
12093,1/6/25: Put 1 used upstairs for tech use.,
12093,(not in stock) M.St.,
12100,cost reduced from 53.70 to 30.57 price not adjusted 10.15.24.,
12100,12.4.24 cancelled and nla- supplier changed KM,
12101,Comes with # 10142 (AMS-26051530),
12102,Came with #10142 (AMS-26051530),
12103,1.5.24-12.1.24 none avail,
12104,11.5.24 none avail,
12106,11.5.24 one avail.,
12107,Overstock under U6.,
12107,Fifteen upstairs not bagged and tagged.,
12107,"Seven USED upstairs not in inventory, back wall on floor",
12108,Twelve are upstairs not bagged and tagged.,
12109,"There are ten upstairs, not bagged and tagged.",
1211,Black version of this (#7467) is Type A.,
1211,Additional stock may be in showroom.,
12110,Overstock in U6,
12111,Overstock in U6,
12112,"Overstock in U6, Four USED also upstairs, not in inventory.",
12115,"  There are six USED upstairs, some in better shape than others",
12116,"Taken from new #11421 keybed, fragile when disassembling keybed",
12117,"Same as #7002, exc for Emu logo.",
12118,ADD PHOTO.,
12118,2.24.22 Yamaha verified NLA,
12120,"ADD PHOTO, LOCATION, NOTE COUNT",
12121,ADD PHOTO and LOCATION and NOTE COUNT,
12122,ADD Photo,
12123," works for 02R96 mixer, 2 in transit 12.17",
12128,ADD PHOTO.,
12128,"10.3.24 Korg sells on Reverb for $237 + $40 shipping, Decreased our price from $289.95 to $259.95.",
12128,3.4.25 still avail,
1213,ADD PHOTO WHEN AVAILABLE,
12130,6.11.23 New part.,
12130,", in transit 4.4.24",
12133,"Labeled for YPR-31, which seems to not exist",
12138,in transit 11.13,
1214,This is a good candidate for 3D printing,
12148,Mates with CS3226.,
12148,"We get these from new Roland contact boards, such as 5100035116.",
12154,Not sure what this is used in - probably Kawai,
12161,New part 6.17.23,
12163,ADD PHOTO & LOCATION.,
12163,Item request from beachballs@peak.org.MM,
12165,ADD PHOTO,
12166,11.12.24 Backordered at Casio.,
12166,"11.29.24 Out of stock since 9/26/24, eight on wait list, so increased minimum from 50 to 200, need to request that Casio add to order.",
12167,6.19.23 Backordered.,
12167,"If adding Models, may need to change Web Text from Drum Module.",
12168,"11.22.24 Yamaha shows all delivered, dealer price is zero and cost is zero in SynD, we show 1- 22265 still on order, took off 1-22265 and filled in prices.MM",
12169,ADD PHOTO,
12170,ADD PHOTO,
12171,ADD PHOTO,
12172,ADD travel,
12173,ADD PHOTO,
12174,CHECK IN AS 12300 & 12174; break apart and check in as two items.,
12174,"Backorder 2 mos 12.21.23 Landed cost is $54.54,",
12179,ADD PHOTO.,
12179,6.23.23 Yamaha verified NLA,
1218,ADD PHOTO,
12180,7.29.24 Yamaha shows NLA,
12181,CHECK IN AS TWO PARTS: #12181 and #12182,
12182,CHECK IN AS TWO PARTS: #12181 and #12182.,
12182,1.28.25 1-22636 still on bo.,
12182,Frequent Backorder 5 mos,
12183,ADD PHOTO &.,
12183,note count & location,
12184,"ADD PHOTO, note count, location",
12185,ADD PHOTO & location,
12186,"Similar to #CS3433, but CS3433 is slightly more pliable.",
12186,"Very similar to #12713, but CANNOT SUB.",
12186,The nubs are different sizes.,
12187,"Same as #CS3432, but CS3432 is slightly more pliable.",
12188,"07.05.23, both part numbers show nla - supplier changed 3.3.25",
1219,ADD PHOTO WHEN AVAILABLE,
12191,"ADD PHOTO  6.22.23 Backordered , nla at KO 2.8.24",
12192,"Backorder 4+ wks, Five missing11/5/24 - KF",
12193,1 shipped 12.16,
12194,ADD PHOTO,
12195,"MOX8 added from packing list KM 12.18.23, in transit 3.12",
12196,Not listed for CP88.,
12196,"3.18.25 1-22837 shows delivered 3/10/25, leaving 2-22837 on bo",
12197,PHOTO,
12198,ADD PHOTO & location,
12199,"ADD LOCATION, 1 shipped 7.10.24",
12200,ADD PHOTO,
12212,ADD PHOTO,
12214,These are used in E3 - rack or keyboard?,
12214,I don't see where they would be used in the rack.,
12214,SM,
12216,Overstock is upstairs on front wall.,
12219,"Overstock in U1, available at Mouser 10.5.23",
1222,ADD PHOTO WHEN AVAILABLE,
12221,ADD PHOTO,
12222,Backorder 4+ mos  9.28.23 changed supplier KM.,
12222,12.12.24 Korg canceled 1-22591 and 3-22499 per our request.MM,
12227,CHANGE TO NEW when restocking,
1223,ADD PHOTO WHEN AVAILABLE,
12233,11.16.23 Roland shows NLA.MM,
12234,11.17.23 Roland shows NLA.MM,
12235,11.19.23-12.13.23 Roland has 2.MM,
12236,11.17.23 - 3.3.24 Roland shows none avail.MM,
12237,Give to Sam.,
12237,Does it need re-photo?,
12237,"Mouser part has bushing, but should be fine.",
12238,Identical to #36356 except for color.,
12238,11.19.23-3.3.24 Roland shows 2 avail.,
1224,"Same as 11087, but different color.",
12245,ONE MISSING ON PO 22262.,
12245,CHECKD IN 2 ON ACCIDENT.,
12247,"Add hole spacing, could use better pic also, PA60 added 9.6.24 KM",
12248,ADD PHOTO,
12249,ADD PHOTO,
12250,ADD PHOTO AND CHECK PRICE,
12252,11.14.23 Yamaha sent sub part number,
12253,ADD PHOTO & location.,
12253,6.26.23 Item request by rekleins49@gmail.com.MM,
12254,"BO 2 months,  new part 9.29.23.",
12254,"2.21.25 Out of Stock and backordered at Yamaha, so raised min from 2 to 3, 2 in transit 2.27",
12255,Backorder 1+ mo new part 9.29.23.,
12256,ADD PHOTO.,
12256,6.27.23 Yamaha verified NLA,
12257,New part 6/3/24,
12258,New part 6/3/24,
1226,ADD PHOTO WHEN AVAILABLE,
12260,8/1/23 3 avail.,
12260,11.9.23-11-29-23 10 avail.,
12260,3.3.24 7 avail 5.26.24 Roland shows -2.,
12260,9.18.24-12.1.24 none avail  12.16.24 4-22531 canceled by CAE.,
12260,2.27.25 Roland shows -2,
12262,6.26.23 Yamaha verified NLA.MM,
12263,ADD PHOTO.,
12263,5.15.23 Yamaha verified NLA,
12264,6.30.23  Backordered.,
12266,ADD PHOTO & location,
12267,"After this one sells, change to Korg as supplier, and change description for power cord.",
12267,Combine 13285 with this part.,
12269,"works for R01,",
1227,ADD PHOTO,
12270,new part 9.19.23  CLP-F01 added from packing slip 9.19 KM,
12271," new part 11.9.23, 7.2.23 Backordered.",
12273,in transit 6.5.24,
12274,ADD PHOTO & LOCATION,
12275,"Also avail with GOLD pedals: VCS46800 , in transit 1.21",
12276,ADD PHOTO.,
12276,the weight need adjusting?,
12276,7.3.23 Yamaha verified both part numbers are NLA.MM,
12278,"510C90553139 (KO $43.50) is 12566, 12569, 12415, & 12278",
12279,ADD PHOTO.,
12279,10.5.22 Yamaha verified NLA.MM,
12280,ADD PHOTO.,
12281,ADD PHOTO,
12282,ADD PHOTO,
12284,Frequent Backorder 6 wks.,
12284,This socket is for a PCD power cord.,
12286,Initially ordered thinking this was the DC IN circuit board - I made that part #10390.,
12286,SM,
12287,"new part 8.9.23, I believe this will be a new knob <- i did not find any that looked similar KM, PA700 added 9/9/24 KM",
12289,ADD PHOTO & location,
12291,"CHECK IN AS TWO PARTS  Korg part ships as both # 12291 and 12292 together, so SEPARATE into indiv parts before stocking.",
12291,"** BUT, the boards they send DO NOT have the aftertouch connector.",
12291,"**   11.15.23 ORDER 149119 MAY SHIP THIS BACK, IF SO LET SAM LOOK AT IT.",
12291,DO NOT REFUND.,
12292,"CHECK IN AS TWO PARTS  Korg part ships as both # 12291 and 12292 together, so SEPARATE into indiv parts before stocking.",
12293,ADD PHOTO & LOCATION.,
12293,7.20.23 Backordered.,
12293,"9.18.24 Yamaha shows nla, emailed for sub part number.MM.",
12293,"9.21.24 Yamaha veriified nla with no sub, emailed # 163329",
12294,ADD PHOTO.,
12294,6.8.24 Yamaha shows NLA,
12295,ADD PHOTO.,
12296,MAKE SURE these a 3-BUBBLE strips; Roland sent incorrect ones last order (CS3226).,
12296,SM   10.23.23 287 avail.,
12296,11.9.23 Roland has 82.,
12296,1.5.24 60 avail.,
12296,2.5.24 61 avail.,
12296,3.11.24 25 avail.,
12296,5.26.24 Roland shows -15.,
12296,8.15.24 107 avail.,
12296,8.24.24 Took 11 out of stock as they are INCORRECT 9.18.24 91 avail.,
12296,12.1.24 Roland shows -13.,
12296,1.5.25 Roland shows -21.,
12296,1.22.25-2.3.25 Roland shows -10.,
12296,2.11.25 Roland shows -18.,
12296,2.23.25 -26.,
12296,2.27.25 -12,
12297,ADD PHOTO & LOCATION,
12298,ADD PHOTO.,
12298,7.21.23 Backordered,
12300,"CHECK IN AS TWO PARTS, #12174 and #12300 (break apart).",
12300,"Backorder 2 mos,",
12301,ADD PHOTO,
12302,ADD PHOTO,
12303,ADD PHOTO.,
12303,"We can probably get elsewhere, once we see wiring on Korg unit.",
12303,"Kronos models use same power supply, but maybe with different wiring, as they have different Korg part numbers.",
12303,Kronos 2-88LS added 3.28.25 KM,
12304,ADD PHOTO,
12305,ADD PHOTO,
12306,ADD PHOTO,
12307,Ordered 3 on eBay from oktechdeals 7/3/23,
12308,Came in a pack of 4 identical boards.,
12308,"po 21907 - TP 08/21/23 <- most likely mistake on Korg's part (billed for only 1), 7/5/23 - 7.18.23 Korg USA shows this on BO.",
12308,8.17.23 Cost with shipping is $26.80,
12309,"CHECK IN AS SEPERATE PARTS, Uses 15 # 9689 and one # 9690 on this board.11.9.23 -11.19.23 5 avail.",
12309,"1.3.24 Checking in 2-21962, three on wait list.",
12309,1.5.24 Roland has none.,
12309,2.6.24-4.3.24 -1.,
12309,5.26.24 none avail.,
12309,8.15.24 -1  10.29.24 -4.,
12309,11.7.24 -5.,
12309,12.1.24-2.27.25 -7.,
12310,CHECK IN AS TWO BOARDS AND BUTTONS Remove 5 # 9689 buttons and 9 # 9690 and 10 # 12611 and put in stock.,
12310,"1.2.23 Checking in 2-21962, three on wait list.",
12310,4.3.24 Roland shows -1,
12311,"8.13.24 Reduced weight from 11 pds to 6 pds, one shipped shows 4 lbs with extra charges for dimensional weight, reduced price from $79.95 to $59.95.",
12311,8.20.24 Changed from SO to stocked item,
12312,ADD PHOTO.,
12312,7.29.23 Roland site shows NLA.MM,
12313,Same as 11764?,
12313,9.9.23 - 10.12.23-2.27.25 Roland shows nla,
12314,ADD PHOTO,
12315,ADD PHOTO,
12316,ADD PHOTO,
12319,ADD PHOTO,
1232,"Frequent backorder 3 mos.,",
12320,ADD PHOTO & location,
12321,Do not use part number is description as this is a part number for two boards.MM,
12322,8.1.23-8.6.23 BO.,
12322,Order a few when available.,
12323,Adjust Weight if needed.,
12323,2/25/23 - BO at Roland.,
12323,7.29.23 Four available at Roland.MM,
12324,ADD PHOTO.,
12324,1.5.24-12.1.24 None avail.,
12324,"1.22.25 2 avail Our cost is $112.73 plus shipping, raised price from 169 to 199  3.28.25 2-22772 canceled by CAE",
12325,Sample sent to Tada for reproducing.,
12326,ADD PHOTO,
12327,ADD PHOTO.,
12327,1.5.24-12.1.24 None avail,
12328,new part 8.7.23,
12329,"ADD PHOTO  12.15.23 Korg notified this part is NLA, canceled Order # 150825, took off Special Order and changed from NEW to USED.MM",
1233,3.29.24 Shows NLA on Yamaha  **We get this with part #8670**,
12330,Frequent Backorder 4+mos 1.28.25 Korg site shows 2-22499 Six still on bo.,
12331,New part 7/22/23.,
12331,SM,
12333,ADD PHOTO,
12334,ADD PHOTO,
12335,"ADD PHOTO & TAPER, but first, give to Sam to make sure it is something we don't already have, Frankie says NLA 8.24.23",
12336,2 missing PO 22683,
12337,"2.7.24  Roland has 12, WE PAY $362.11.",
12337,4.3.24 Roland shows -3.,
12337,5.26.24 Roland shows none avail,
12339,ADD PHOTO & LOCATION.,
12339,8.18.23  Yamaha verified NLA.MM,
1234,"2.4.24 Roland has 8, our cost $632.97.",
1234,"3.3.24 Roland has 4, 7 on wait list.",
1234,4.3.24 Roland has 4.,
1234,4.20.24 - 7.1.24 ROLAND HAS 3,
12341,7.21.23 nla.,
12341,12.4.23 Backordered  1.22.24-10.28.24 16-21987 on BO.,
12341,"1.29.25 Korg shows none on order since 2023, not orderable, so 16-21967 canceled.MM",
12342,1.28.25 3-22760 still on bo,
12343,"7.21.23 Korg shows discontinued, but can still order it, so if it sells, order quite a few more to see if we can get them.",
12343,"2.28.24 Korg still shows available so changed supplier back to Korg, expect to get two returned from Order # 153476.",
12347,"nla, supplier changed 2.12.25 KM.2.16.25  If we get this part, let # 170223 know as we had to cancel when our inventory was incorrect.MM",
12349,ADD PHOTO,
1235,"ADD PHOTO 9.1.23 Shown as NA, I changed it to Roland.MM",
12350,"*** MUST INCLUDE BATTERY PLATE (separate AM&S part), which Nick can install",
12351,ADD PHOTO.,
12351,Email request from charles vadnais <stillchello@yahoo.com>.,
12351,"7.25.23 Yamaha shows NLA, Yamaha verified NLA.MM",
12352,ADD PHOTO.,
12352,7.26.23 VSS-200 is circa 1988.MM,
12353,ADD PHOTO,
12354,ADD PHOTO,
12355,ADD PHOTO,
12357,CHECK THESE - AM&S mixes up pitch bend and mod wheels.,
12357,"Pitch bend (#8649) has a spring to center the wheel, mod wheel does not.",
12357,8.1.23 New part.,
12357,1/22/25: 2 in overstock upstairs -MS.,
12359,New S.O.,
12359,"part 8.3.23 from Item request., in transit 10.10",
1236,ADD PHOTO.,
1236,"9.1.23 Shown as NA, I changed it to Roland.MM.",
1236,"9.19.23-12.27.23 Roland cost $31.60, none avail.",
1236,5.26.24-12.27.24 Roland show nla,
12360,"Backorder was 4 mos , $20 cost increase 7.3.24.",
12360,11.22.24 1-22639 still on BO,
12361,"New part 9.6.23  Is this for Montage 6, 7 and 8?",
12361,See notes on # 12362.MM,
12362,"Montage 6, 7 and 8 do not list part number (as well as 12361).",
12362,"On 12361, shows (ZQ39960) for Montage 6, 7 and 8.",
12362,"Those numbers are not listed for MODX6+ or MODX7+,",
12364,"ADD PHOTO, confirm that these are K03W keys",
12365,ADD PHOTO.,
12365,8.10.23 Don't order until there is a wait list.,
12365,10.31.23 Roland shows -8.,
12365,11.9.23 Roland site shows -12.,
12365,12.13.23 6 avail.,
12365,1.5.24 4 avail.,
12365,"2.4.24 3 avail, cost is $459.05.",
12365,3.3.24 1 avail.,
